;Payment_Behaviour
31921;Low_spent_Small_value_payments
31922;Low_spent_Medium_value_payments
31923;Low_spent_Medium_value_payments
31924;Low_spent_Small_value_payments
31925;Low_spent_Small_value_payments
31926;Low_spent_Medium_value_payments
31927;High_spent_Small_value_payments
31928;High_spent_Large_value_payments
31929;High_spent_Small_value_payments
31930;Low_spent_Small_value_payments
31931;High_spent_Small_value_payments
31932;High_spent_Medium_value_payments
31933;Low_spent_Small_value_payments
31934;High_spent_Medium_value_payments
31935;High_spent_Small_value_payments
31936;High_spent_Large_value_payments
31937;High_spent_Large_value_payments
31938;High_spent_Large_value_payments
31939;Low_spent_Medium_value_payments
31940;High_spent_Large_value_payments
31941;Low_spent_Small_value_payments
31942;Low_spent_Large_value_payments
31943;High_spent_Medium_value_payments
31944;High_spent_Large_value_payments
31945;High_spent_Large_value_payments
31946;Low_spent_Medium_value_payments
31947;High_spent_Small_value_payments
31948;High_spent_Large_value_payments
31949;High_spent_Medium_value_payments
31950;High_spent_Large_value_payments
31951;High_spent_Medium_value_payments
31952;Low_spent_Small_value_payments
31953;Low_spent_Small_value_payments
31954;Low_spent_Small_value_payments
31955;Low_spent_Small_value_payments
31956;Low_spent_Small_value_payments
31957;Low_spent_Large_value_payments
31958;Low_spent_Small_value_payments
31959;Low_spent_Large_value_payments
31960;Low_spent_Medium_value_payments
31961;High_spent_Small_value_payments
31962;Low_spent_Large_value_payments
31963;Low_spent_Medium_value_payments
31964;High_spent_Small_value_payments
31965;High_spent_Large_value_payments
31966;Low_spent_Medium_value_payments
31967;High_spent_Large_value_payments
31968;Low_spent_Small_value_payments
31969;Low_spent_Small_value_payments
31970;High_spent_Medium_value_payments
31971;Low_spent_Small_value_payments
31972;Low_spent_Small_value_payments
31973;High_spent_Large_value_payments
31974;High_spent_Large_value_payments
31975;High_spent_Large_value_payments
31976;Low_spent_Small_value_payments
31977;High_spent_Small_value_payments
31978;High_spent_Small_value_payments
31979;High_spent_Large_value_payments
31980;Low_spent_Small_value_payments
31981;High_spent_Small_value_payments
31982;Low_spent_Medium_value_payments
31983;High_spent_Large_value_payments
31984;High_spent_Large_value_payments
31985;Low_spent_Medium_value_payments
31986;High_spent_Medium_value_payments
31987;Low_spent_Large_value_payments
31988;Low_spent_Small_value_payments
31989;High_spent_Large_value_payments
31990;High_spent_Large_value_payments
31991;Low_spent_Medium_value_payments
31992;High_spent_Small_value_payments
31993;High_spent_Medium_value_payments
31994;Low_spent_Medium_value_payments
31995;Low_spent_Medium_value_payments
31996;High_spent_Large_value_payments
31997;Low_spent_Small_value_payments
31998;High_spent_Large_value_payments
31999;Low_spent_Small_value_payments
32000;High_spent_Small_value_payments
32001;Low_spent_Small_value_payments
32002;High_spent_Medium_value_payments
32003;High_spent_Medium_value_payments
32004;High_spent_Medium_value_payments
32005;High_spent_Medium_value_payments
32006;High_spent_Large_value_payments
32007;High_spent_Large_value_payments
32008;Low_spent_Small_value_payments
32009;High_spent_Medium_value_payments
32010;Low_spent_Medium_value_payments
32011;High_spent_Medium_value_payments
32012;High_spent_Large_value_payments
32013;High_spent_Small_value_payments
32014;High_spent_Medium_value_payments
32015;Low_spent_Medium_value_payments
32016;Low_spent_Small_value_payments
32017;High_spent_Small_value_payments
32018;High_spent_Medium_value_payments
32019;Low_spent_Small_value_payments
32020;Low_spent_Small_value_payments
32021;Low_spent_Medium_value_payments
32022;Low_spent_Small_value_payments
32023;High_spent_Small_value_payments
32024;Low_spent_Medium_value_payments
32025;Low_spent_Medium_value_payments
32026;High_spent_Large_value_payments
32027;High_spent_Large_value_payments
32028;Low_spent_Large_value_payments
32029;Low_spent_Medium_value_payments
32030;Low_spent_Large_value_payments
32031;High_spent_Small_value_payments
32032;High_spent_Small_value_payments
32033;High_spent_Large_value_payments
32034;Low_spent_Large_value_payments
32035;High_spent_Medium_value_payments
32036;Low_spent_Large_value_payments
32037;Low_spent_Medium_value_payments
32038;High_spent_Small_value_payments
32039;Low_spent_Small_value_payments
32040;High_spent_Medium_value_payments
32041;High_spent_Small_value_payments
32042;High_spent_Medium_value_payments
32043;High_spent_Large_value_payments
32044;High_spent_Small_value_payments
32045;Low_spent_Small_value_payments
32046;Low_spent_Small_value_payments
32047;Low_spent_Small_value_payments
32048;High_spent_Medium_value_payments
32049;High_spent_Small_value_payments
32050;High_spent_Small_value_payments
32051;High_spent_Large_value_payments
32052;High_spent_Medium_value_payments
32053;High_spent_Medium_value_payments
32054;Low_spent_Small_value_payments
32055;Low_spent_Small_value_payments
32056;Low_spent_Large_value_payments
32057;Low_spent_Small_value_payments
32058;High_spent_Medium_value_payments
32059;Low_spent_Medium_value_payments
32060;Low_spent_Small_value_payments
32061;Low_spent_Small_value_payments
32062;High_spent_Medium_value_payments
32063;High_spent_Medium_value_payments
32064;Low_spent_Medium_value_payments
32065;High_spent_Medium_value_payments
32066;Low_spent_Small_value_payments
32067;Low_spent_Large_value_payments
32068;Low_spent_Large_value_payments
32069;High_spent_Large_value_payments
32070;High_spent_Large_value_payments
32071;Low_spent_Large_value_payments
32072;Low_spent_Small_value_payments
32073;High_spent_Small_value_payments
32074;Low_spent_Small_value_payments
32075;High_spent_Medium_value_payments
32076;Low_spent_Medium_value_payments
32077;Low_spent_Medium_value_payments
32078;Low_spent_Small_value_payments
32079;High_spent_Medium_value_payments
32080;Low_spent_Small_value_payments
32081;Low_spent_Small_value_payments
32082;High_spent_Large_value_payments
32083;Low_spent_Medium_value_payments
32084;High_spent_Medium_value_payments
32085;Low_spent_Small_value_payments
32086;Low_spent_Small_value_payments
32087;Low_spent_Small_value_payments
32088;High_spent_Large_value_payments
32089;High_spent_Large_value_payments
32090;Low_spent_Medium_value_payments
32091;Low_spent_Large_value_payments
32092;High_spent_Large_value_payments
32093;Low_spent_Small_value_payments
32094;High_spent_Medium_value_payments
32095;High_spent_Large_value_payments
32096;Low_spent_Medium_value_payments
32097;High_spent_Medium_value_payments
32098;Low_spent_Small_value_payments
32099;Low_spent_Small_value_payments
32100;High_spent_Medium_value_payments
32101;High_spent_Large_value_payments
32102;Low_spent_Large_value_payments
32103;Low_spent_Small_value_payments
32104;Low_spent_Medium_value_payments
32105;Low_spent_Medium_value_payments
32106;High_spent_Small_value_payments
32107;High_spent_Medium_value_payments
32108;Low_spent_Small_value_payments
32109;Low_spent_Small_value_payments
32110;High_spent_Medium_value_payments
32111;Low_spent_Large_value_payments
32112;Low_spent_Large_value_payments
32113;High_spent_Medium_value_payments
32114;Low_spent_Small_value_payments
32115;High_spent_Small_value_payments
32116;Low_spent_Large_value_payments
32117;Low_spent_Medium_value_payments
32118;Low_spent_Small_value_payments
32119;Low_spent_Large_value_payments
32120;Low_spent_Medium_value_payments
32121;High_spent_Medium_value_payments
32122;Low_spent_Medium_value_payments
32123;Low_spent_Medium_value_payments
32124;High_spent_Medium_value_payments
32125;Low_spent_Large_value_payments
32126;Low_spent_Large_value_payments
32127;High_spent_Medium_value_payments
32128;Low_spent_Small_value_payments
32129;Low_spent_Medium_value_payments
32130;Low_spent_Small_value_payments
32131;Low_spent_Large_value_payments
32132;Low_spent_Medium_value_payments
32133;Low_spent_Medium_value_payments
32134;High_spent_Medium_value_payments
32135;High_spent_Medium_value_payments
32136;Low_spent_Small_value_payments
32137;High_spent_Medium_value_payments
32138;High_spent_Large_value_payments
32139;High_spent_Large_value_payments
32140;Low_spent_Large_value_payments
32141;Low_spent_Large_value_payments
32142;High_spent_Small_value_payments
32143;High_spent_Small_value_payments
32144;High_spent_Small_value_payments
32145;High_spent_Large_value_payments
32146;High_spent_Small_value_payments
32147;High_spent_Medium_value_payments
32148;High_spent_Medium_value_payments
32149;Low_spent_Large_value_payments
32150;High_spent_Large_value_payments
32151;High_spent_Large_value_payments
32152;High_spent_Medium_value_payments
32153;Low_spent_Small_value_payments
32154;High_spent_Large_value_payments
32155;Low_spent_Large_value_payments
32156;Low_spent_Small_value_payments
32157;Low_spent_Small_value_payments
32158;Low_spent_Small_value_payments
32159;Low_spent_Small_value_payments
32160;High_spent_Small_value_payments
32161;High_spent_Medium_value_payments
32162;High_spent_Medium_value_payments
32163;High_spent_Small_value_payments
32164;High_spent_Large_value_payments
32165;High_spent_Medium_value_payments
32166;Low_spent_Large_value_payments
32167;Low_spent_Medium_value_payments
32168;Low_spent_Small_value_payments
32169;Low_spent_Small_value_payments
32170;Low_spent_Small_value_payments
32171;Low_spent_Small_value_payments
32172;High_spent_Medium_value_payments
32173;Low_spent_Medium_value_payments
32174;High_spent_Large_value_payments
32175;Low_spent_Medium_value_payments
32176;Low_spent_Small_value_payments
32177;High_spent_Large_value_payments
32178;Low_spent_Small_value_payments
32179;High_spent_Medium_value_payments
32180;High_spent_Small_value_payments
32181;High_spent_Large_value_payments
32182;Low_spent_Large_value_payments
32183;Low_spent_Large_value_payments
32184;Low_spent_Small_value_payments
32185;Low_spent_Small_value_payments
32186;Low_spent_Small_value_payments
32187;Low_spent_Small_value_payments
32188;High_spent_Medium_value_payments
32189;High_spent_Medium_value_payments
32190;High_spent_Medium_value_payments
32191;High_spent_Medium_value_payments
32192;Low_spent_Small_value_payments
32193;Low_spent_Small_value_payments
32194;Low_spent_Medium_value_payments
32195;Low_spent_Small_value_payments
32196;Low_spent_Large_value_payments
32197;Low_spent_Small_value_payments
32198;Low_spent_Small_value_payments
32199;High_spent_Medium_value_payments
32200;Low_spent_Medium_value_payments
32201;High_spent_Large_value_payments
32202;High_spent_Medium_value_payments
32203;Low_spent_Medium_value_payments
32204;High_spent_Large_value_payments
32205;Low_spent_Large_value_payments
32206;Low_spent_Medium_value_payments
32207;Low_spent_Small_value_payments
32208;Low_spent_Small_value_payments
32209;Low_spent_Small_value_payments
32210;Low_spent_Medium_value_payments
32211;Low_spent_Small_value_payments
32212;Low_spent_Small_value_payments
32213;Low_spent_Medium_value_payments
32214;Low_spent_Small_value_payments
32215;Low_spent_Small_value_payments
32216;High_spent_Medium_value_payments
32217;High_spent_Medium_value_payments
32218;High_spent_Small_value_payments
32219;High_spent_Medium_value_payments
32220;High_spent_Medium_value_payments
32221;High_spent_Large_value_payments
32222;Low_spent_Small_value_payments
32223;High_spent_Small_value_payments
32224;Low_spent_Small_value_payments
32225;High_spent_Small_value_payments
32226;Low_spent_Small_value_payments
32227;Low_spent_Medium_value_payments
32228;High_spent_Large_value_payments
32229;Low_spent_Large_value_payments
32230;High_spent_Large_value_payments
32231;Low_spent_Medium_value_payments
32232;Low_spent_Medium_value_payments
32233;High_spent_Large_value_payments
32234;High_spent_Large_value_payments
32235;High_spent_Medium_value_payments
32236;Low_spent_Large_value_payments
32237;High_spent_Medium_value_payments
32238;High_spent_Small_value_payments
32239;High_spent_Medium_value_payments
32240;High_spent_Large_value_payments
32241;High_spent_Large_value_payments
32242;High_spent_Large_value_payments
32243;High_spent_Large_value_payments
32244;High_spent_Medium_value_payments
32245;High_spent_Medium_value_payments
32246;High_spent_Small_value_payments
32247;High_spent_Medium_value_payments
32248;High_spent_Medium_value_payments
32249;Low_spent_Small_value_payments
32250;Low_spent_Medium_value_payments
32251;High_spent_Medium_value_payments
32252;Low_spent_Large_value_payments
32253;High_spent_Small_value_payments
32254;Low_spent_Medium_value_payments
32255;Low_spent_Small_value_payments
32256;Low_spent_Medium_value_payments
32257;High_spent_Medium_value_payments
32258;High_spent_Medium_value_payments
32259;Low_spent_Medium_value_payments
32260;Low_spent_Large_value_payments
32261;High_spent_Large_value_payments
32262;High_spent_Medium_value_payments
32263;Low_spent_Large_value_payments
32264;High_spent_Small_value_payments
32265;Low_spent_Small_value_payments
32266;High_spent_Medium_value_payments
32267;Low_spent_Small_value_payments
32268;High_spent_Large_value_payments
32269;Low_spent_Large_value_payments
32270;Low_spent_Medium_value_payments
32271;High_spent_Medium_value_payments
32272;High_spent_Small_value_payments
32273;Low_spent_Small_value_payments
32274;Low_spent_Small_value_payments
32275;Low_spent_Medium_value_payments
32276;High_spent_Large_value_payments
32277;Low_spent_Medium_value_payments
32278;Low_spent_Small_value_payments
32279;High_spent_Small_value_payments
